"Hole_Id","Project_Id","Easting","Northing","Elevation","Td","CAMPANA","Drill_Type","Start_Date","End_Date","HL_MOD2025","Collar_Type","Start_Year"
"AQDIN-23043","QE",327255.22400000,8108044.64200000,3619.63500000,155.00000000,"INFILL2023","DDH",10/12/2023 00:00:00,12/12/2023 00:00:00,1,"DDH",2023
"AQDIN-23044","QE",328073.88000000,8107797.44200000,3780.33200000,90.00000000,"INFILL2023","DDH",9/12/2023 00:00:00,12/12/2023 00:00:00,1,"DDH",2023
"AQDIN-23045","QE",328091.59900000,8107840.02500000,3780.68600000,90.00000000,"INFILL2023","DDH",10/12/2023 00:00:00,12/12/2023 00:00:00,1,"DDH",2023
"AQDIN-23046","QE",327376.90100000,8107843.04200000,3702.34900000,100.20000000,"INFILL2023","DDH",13/12/2023 00:00:00,14/12/2023 00:00:00,1,"DDH",2023
"AQDIN-23047","QE",328160.96500000,8107912.83800000,3781.27200000,93.10000000,"INFILL2023","DDH",13/12/2023 00:00:00,15/12/2023 00:00:00,1,"DDH",2023
"AQDIN-23048","QE",327246.88500000,8107875.53100000,3672.46300000,110.00000000,"INFILL2023","DDH",15/12/2023 00:00:00,17/12/2023 00:00:00,1,"DDH",2023
"AQDIN-23049","QE",327240.51900000,8107937.32700000,3647.37100000,104.00000000,"INFILL2023","DDH",18/12/2023 00:00:00,20/12/2023 00:00:00,1,"DDH",2023
"AQDIN-23050","QE",327770.14700000,8108159.47400000,3639.15100000,185.00000000,"INFILL2023","DDH",17/12/2023 00:00:00,21/12/2023 00:00:00,1,"DDH",2023
"AQDIN-23051","QE",327288.82800000,8107885.29100000,3676.22100000,110.00000000,"INFILL2023","DDH",19/12/2023 00:00:00,21/12/2023 00:00:00,1,"DDH",2023
"AQDIN-24001","QE",326770.91000000,8108259.47900000,3565.50300000,75.00000000,"INFILL2024","DDH",4/1/2024 00:00:00,5/1/2024 00:00:00,1,"DDH",2024
"AQDIN-24002","QE",326766.70000000,8108296.02600000,3563.16000000,80.00000000,"INFILL2024","DDH",4/1/2024 00:00:00,5/1/2024 00:00:00,1,"DDH",2024
"AQDIN-24003","QE",326960.13700000,8108491.70700000,3451.33000000,76.45000000,"INFILL2024","DDH",7/1/2024 00:00:00,8/1/2024 00:00:00,1,"DDH",2024
"AQDIN-24004","QE",327006.06400000,8108451.06200000,3450.88600000,120.00000000,"INFILL2024","DDH",7/1/2024 00:00:00,8/1/2024 00:00:00,1,"DDH",2024
"AQDIN-24005","QE",327185.22300000,8107773.46600000,3720.24800000,163.00000000,"INFILL2024","DDH",10/1/2024 00:00:00,13/1/2024 00:00:00,1,"DDH",2024
"AQDIN-24006","QE",327185.41900000,8107772.81300000,3721.14700000,180.00000000,"INFILL2024","DDH",15/1/2024 00:00:00,18/1/2024 00:00:00,1,"DDH",2024
"AQDIN-24008","QE",326933.78200000,8107990.81500000,3599.50400000,80.05000000,"INFILL2024","DDH",19/1/2024 00:00:00,26/1/2024 00:00:00,1,"DDH",2024
"AQDIN-24009","QE",326934.02800000,8107998.84200000,3599.55400000,113.40000000,"INFILL2024","DDH",27/1/2024 00:00:00,29/1/2024 00:00:00,1,"DDH",2024
"AQDIN-24010","QE",327170.66600000,8107864.19100000,3664.08600000,94.00000000,"INFILL2024","DDH",28/1/2024 00:00:00,31/1/2024 00:00:00,1,"DDH",2024
"AQDIN-24011","QE",326886.27800000,8108001.02800000,3593.87100000,90.00000000,"INFILL2024","DDH",30/1/2024 00:00:00,3/2/2024 00:00:00,1,"DDH",2024
"AQDIN-24012","QE",326943.85700000,8107873.64400000,3606.60500000,120.00000000,"INFILL2024","DDH",31/1/2024 00:00:00,3/2/2024 00:00:00,1,"DDH",2024
"AQDIN-24013","QE",326942.96600000,8107874.01800000,3606.50700000,107.60000000,"INFILL2024","DDH",4/2/2024 00:00:00,6/2/2024 00:00:00,1,"DDH",2024
"AQDIN-24014","QE",327270.35400000,8109050.11700000,3690.52400000,100.00000000,"INFILL2024","DDH",5/2/2024 00:00:00,8/2/2024 00:00:00,1,"DDH",2024
"AQDIN-24015","QE",326853.28300000,8109112.58200000,3675.06600000,169.30000000,"INFILL2024","DDH",8/2/2024 00:00:00,11/2/2024 00:00:00,1,"DDH",2024
"AQDIN-24016","QE",327270.43300000,8109049.59300000,3690.20700000,120.20000000,"INFILL2024","DDH",8/2/2024 00:00:00,13/2/2024 00:00:00,1,"DDH",2024
"AQDIN-24017","QE",326799.72600000,8109129.95000000,3674.68600000,144.80000000,"INFILL2024","DDH",8/2/2024 00:00:00,12/2/2024 00:00:00,1,"DDH",2024
"AQDIN-24018","QE",326665.66700000,8109137.30200000,3675.59100000,200.00000000,"INFILL2024","DDH",12/2/2024 00:00:00,18/2/2024 00:00:00,1,"DDH",2024
"AQDIN-24019","QE",326740.61200000,8109156.15500000,3675.16700000,170.00000000,"INFILL2024","DDH",13/2/2024 00:00:00,18/2/2024 00:00:00,1,"DDH",2024
"AQDIN-24021","QE",326708.11100000,8109121.70900000,3675.05900000,190.00000000,"INFILL2024","DDH",16/2/2024 00:00:00,20/2/2024 00:00:00,1,"DDH",2024
"AQDIN-24022","QE",326690.36000000,8109126.71300000,3677.68500000,140.00000000,"INFILL2024","DDH",18/2/2024 00:00:00,23/2/2024 00:00:00,1,"DDH",2024
"AQDIN-24023","QE",326666.68500000,8109138.29100000,3675.31700000,170.00000000,"INFILL2024","DDH",18/2/2024 00:00:00,22/2/2024 00:00:00,1,"DDH",2024
"AQDIN-24024","QE",326656.67500000,8109179.81700000,3674.66000000,192.70000000,"INFILL2024","DDH",22/2/2024 00:00:00,26/2/2024 00:00:00,1,"DDH",2024
"AQDIN-24025","QE",327270.33000000,8109050.03600000,3690.71800000,120.00000000,"INFILL2024","DDH",23/2/2024 00:00:00,27/2/2024 00:00:00,1,"DDH",2024
"AQDIN-24026","QE",327395.16600000,8108992.27800000,3691.58200000,155.70000000,"INFILL2024","DDH",27/2/2024 00:00:00,2/3/2024 00:00:00,1,"DDH",2024
"AQDIN-24027","QE",327272.71500000,8109047.10900000,3690.40600000,120.00000000,"INFILL2024","DDH",27/2/2024 00:00:00,3/3/2024 00:00:00,1,"DDH",2024
"AQDIN-24028","QE",327395.04800000,8108993.12300000,3691.57600000,120.40000000,"INFILL2024","DDH",3/3/2024 00:00:00,5/3/2024 00:00:00,1,"DDH",2024
"AQDIN-24029","QE",327455.60100000,8109040.19700000,3690.29900000,106.55000000,"INFILL2024","DDH",4/3/2024 00:00:00,8/3/2024 00:00:00,1,"DDH",2024
"AQDIN-24030","QE",326988.95500000,8108980.10000000,3628.97900000,115.00000000,"INFILL2024","DDH",8/3/2024 00:00:00,10/3/2024 00:00:00,1,"DDH",2024
"AQDIN-24031","QE",326955.19100000,8108986.47700000,3625.60200000,120.00000000,"INFILL2024","DDH",27/2/2024 00:00:00,3/3/2024 00:00:00,1,"DDH",2024
"AQDIN-24032","QE",326988.97600000,8108982.58200000,3629.81600000,120.20000000,"INFILL2024","DDH",11/3/2024 00:00:00,13/3/2024 00:00:00,1,"DDH",2024
"AQDIN-24033","QE",326526.67100000,8108905.06700000,3587.73300000,40.00000000,"INFILL2024","DDH",12/3/2024 00:00:00,13/3/2024 00:00:00,1,"DDH",2024
"AQDIN-24034","QE",326692.03500000,8108991.89200000,3600.80100000,195.90000000,"INFILL2024","DDH",14/3/2024 00:00:00,18/3/2024 00:00:00,1,"DDH",2024
"AQDIN-24035","QE",326456.17000000,8109146.18600000,3675.33700000,153.00000000,"INFILL2024","DDH",14/3/2024 00:00:00,19/3/2024 00:00:00,1,"DDH",2024
"AQDIN-24036","QE",326778.30000000,8108982.79900000,3607.47100000,70.00000000,"INFILL2024","DDH",19/3/2024 00:00:00,20/3/2024 00:00:00,1,"DDH",2024
"AQDIN-24037","QE",326828.73100000,8108883.46700000,3556.36000000,80.20000000,"INFILL2024","DDH",20/3/2024 00:00:00,22/3/2024 00:00:00,1,"DDH",2024
"AQDIN-24038","QE",326637.21400000,8109243.08600000,3676.35000000,155.50000000,"INFILL2024","DDH",22/3/2024 00:00:00,26/3/2024 00:00:00,1,"DDH",2024
"AQDIN-24039","QE",326601.19800000,8108940.00500000,3578.11600000,41.20000000,"INFILL2024","DDH",23/3/2024 00:00:00,23/3/2024 00:00:00,1,"DDH",2024
"AQDIN-24040","QE",326686.57800000,8108923.89100000,3570.52100000,151.40000000,"INFILL2024","DDH",24/3/2024 00:00:00,27/3/2024 00:00:00,1,"DDH",2024
"AQDIN-24041","QE",326591.24800000,8109215.72600000,3677.49900000,168.40000000,"INFILL2024","DDH",26/3/2024 00:00:00,30/3/2024 00:00:00,1,"DDH",2024
"AQDIN-24042","QE",326788.31100000,8108898.09000000,3560.06600000,150.00000000,"INFILL2024","DDH",28/3/2024 00:00:00,1/4/2024 00:00:00,1,"DDH",2024
"AQDIN-24043","QE",327464.94600000,8108936.06700000,3674.89000000,151.90000000,"INFILL2024","DDH",31/3/2024 00:00:00,5/4/2024 00:00:00,1,"DDH",2024
"AQDIN-24044","QE",326568.89600000,8108983.21400000,3589.62800000,57.30000000,"INFILL2024","DDH",1/4/2024 00:00:00,9/4/2024 00:00:00,1,"DDH",2024
"AQDIN-24045","QE",326896.91800000,8109096.20700000,3659.96000000,150.10000000,"INFILL2024","DDH",6/4/2024 00:00:00,9/4/2024 00:00:00,1,"DDH",2024
"AQDIN-24046","QE",326871.93400000,8109092.42400000,3660.48100000,216.20000000,"INFILL2024","DDH",10/4/2024 00:00:00,17/4/2024 00:00:00,1,"DDH",2024
"AQDIN-24047","QE",326997.32000000,8109077.93300000,3660.17000000,150.00000000,"INFILL2024","DDH",13/4/2024 00:00:00,17/4/2024 00:00:00,1,"DDH",2024
"AQDIN-24048","QE",326630.15000000,8108993.70600000,3595.28000000,80.00000000,"INFILL2024","DDH",16/4/2024 00:00:00,17/4/2024 00:00:00,1,"DDH",2024
"AQDIN-24049","QE",327095.38200000,8109048.92700000,3660.04300000,160.00000000,"INFILL2024","DDH",17/4/2024 00:00:00,20/4/2024 00:00:00,1,"DDH",2024
"AQDIN-24050","QE",326600.32700000,8108941.73600000,3577.98300000,118.40000000,"INFILL2024","DDH",18/4/2024 00:00:00,20/4/2024 00:00:00,1,"DDH",2024
"AQDIN-24051","QE",327028.88100000,8109044.91100000,3659.82400000,38.70000000,"INFILL2024","DDH",18/4/2024 00:00:00,20/4/2024 00:00:00,1,"DDH",2024
"AQDIN-24052","QE",327029.99000000,8109045.80900000,3659.91600000,120.00000000,"INFILL2024","DDH",21/4/2024 00:00:00,24/4/2024 00:00:00,1,"DDH",2024
"AQDIN-24053","QE",326568.69700000,8108982.52700000,3589.22400000,97.40000000,"INFILL2024","DDH",21/4/2024 00:00:00,26/4/2024 00:00:00,1,"DDH",2024
"AQDIN-24054","QE",328029.15400000,8108039.43000000,3725.05300000,182.10000000,"INFILL2024","DDH",24/4/2024 00:00:00,27/4/2024 00:00:00,1,"DDH",2024
"AQDIN-24055","QE",327933.54300000,8108034.02500000,3705.02400000,140.00000000,"INFILL2024","DDH",25/4/2024 00:00:00,28/4/2024 00:00:00,1,"DDH",2024
"AQDIN-24057","QE",326664.20000000,8109177.06300000,3660.93100000,204.00000000,"INFILL2024","DDH",27/4/2024 00:00:00,1/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24058","QE",328124.82400000,8108044.63400000,3718.40600000,150.00000000,"INFILL2024","DDH",28/4/2024 00:00:00,1/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24059","QE",328046.68300000,8108189.77800000,3655.90300000,90.00000000,"INFILL2024","DDH",29/4/2024 00:00:00,30/4/2024 00:00:00,1,"DDH",2024
"AQDIN-24060","QE",327986.10300000,8108202.97800000,3649.83700000,105.00000000,"INFILL2024","DDH",1/5/2024 00:00:00,3/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24061","QE",326514.28400000,8109150.20600000,3660.27100000,181.00000000,"INFILL2024","DDH",1/5/2024 00:00:00,3/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24062","QE",326453.83200000,8109144.15500000,3660.54900000,200.70000000,"INFILL2024","DDH",2/5/2024 00:00:00,3/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24063","QE",328045.82700000,8107896.21200000,3759.84800000,105.00000000,"INFILL2024","DDH",2/5/2024 00:00:00,3/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24064","QE",328130.67800000,8107906.98500000,3776.67100000,110.00000000,"INFILL2024","DDH",4/5/2024 00:00:00,6/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24065","QE",328011.13900000,8107838.23300000,3779.29400000,95.00000000,"INFILL2024","DDH",4/5/2024 00:00:00,6/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24066","QE",326514.77400000,8109150.69700000,3659.84300000,138.00000000,"INFILL2024","DDH",5/5/2024 00:00:00,8/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24067","QE",326453.62900000,8109144.09200000,3660.37000000,170.00000000,"INFILL2024","DDH",6/5/2024 00:00:00,9/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24068","QE",328082.97700000,8107972.96400000,3750.17500000,143.40000000,"INFILL2024","DDH",7/5/2024 00:00:00,10/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24069","QE",328147.54400000,8107952.94400000,3762.56400000,117.95000000,"INFILL2024","DDH",7/5/2024 00:00:00,10/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24070","QE",326540.39100000,8109180.15600000,3660.42500000,211.20000000,"INFILL2024","DDH",8/5/2024 00:00:00,13/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24071","QE",326453.19600000,8109143.74700000,3660.72200000,126.20000000,"INFILL2024","DDH",10/5/2024 00:00:00,13/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24072","QE",327709.46200000,8107730.65800000,3764.96200000,112.50000000,"INFILL2024","DDH",10/5/2024 00:00:00,12/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24073","QE",327745.00300000,8107764.73400000,3764.05000000,129.45000000,"INFILL2024","DDH",11/5/2024 00:00:00,14/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24074","QE",327728.78500000,8107594.20600000,3766.10200000,175.10000000,"INFILL2024","DDH",13/5/2024 00:00:00,16/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24075","QE",326629.87800000,8109196.35700000,3660.35900000,187.20000000,"INFILL2024","DDH",13/5/2024 00:00:00,18/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24076","QE",326556.30600000,8109152.88600000,3659.84000000,217.50000000,"INFILL2024","DDH",14/5/2024 00:00:00,19/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24077","QE",327712.50100000,8107732.82800000,3764.58900000,176.30000000,"INFILL2024","DDH",14/5/2024 00:00:00,19/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24078","QE",327869.03100000,8107684.56200000,3764.73800000,161.70000000,"INFILL2024","DDH",16/5/2024 00:00:00,20/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24079","QE",326489.68000000,8109232.25100000,3659.60000000,184.20000000,"INFILL2024","DDH",19/5/2024 00:00:00,24/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24080","QE",327802.65200000,8107755.13500000,3765.76200000,142.10000000,"INFILL2024","DDH",20/5/2024 00:00:00,24/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24081","QE",326540.30400000,8109259.08000000,3659.69800000,205.80000000,"INFILL2024","DDH",20/5/2024 00:00:00,23/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24082","QE",327772.56000000,8107699.44100000,3764.55100000,57.70000000,"INFILL2024","DDH",21/5/2024 00:00:00,22/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24083","QE",328042.23700000,8107939.72100000,3751.60200000,150.00000000,"INFILL2024","DDH",23/5/2024 00:00:00,25/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24084","QE",326738.91300000,8109156.47800000,3645.23800000,145.65000000,"INFILL2024","DDH",24/5/2024 00:00:00,28/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24085","QE",328093.33300000,8108094.90400000,3696.61300000,137.80000000,"INFILL2024","DDH",24/5/2024 00:00:00,28/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24086","QE",326732.91700000,8109110.68300000,3644.93900000,140.70000000,"INFILL2024","DDH",24/5/2024 00:00:00,28/6/2024 00:00:00,1,"DDH",2024
"AQDIN-24087","QE",328055.50100000,8108095.95300000,3700.23800000,161.80000000,"INFILL2024","DDH",26/5/2024 00:00:00,28/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24088","QE",327952.03400000,8108156.87600000,3669.63900000,143.20000000,"INFILL2024","DDH",29/5/2024 00:00:00,2/6/2024 00:00:00,1,"DDH",2024
"AQDIN-24089","QE",326866.48100000,8109132.95500000,3645.62800000,120.00000000,"INFILL2024","DDH",29/5/2024 00:00:00,1/6/2024 00:00:00,1,"DDH",2024
"AQDIN-24090","QE",327822.55800000,8108234.82000000,3618.90500000,86.40000000,"INFILL2024","DDH",29/5/2024 00:00:00,31/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24091","QE",326824.70200000,8109148.06800000,3644.91600000,121.10000000,"INFILL2024","DDH",29/5/2024 00:00:00,31/5/2024 00:00:00,1,"DDH",2024
"AQDIN-24092","QE",326825.30200000,8109148.53400000,3645.48700000,145.00000000,"INFILL2024","DDH",1/6/2024 00:00:00,4/6/2024 00:00:00,1,"DDH",2024
"AQDIN-24093","QE",326794.64000000,8109080.88100000,3644.68500000,131.30000000,"INFILL2024","DDH",1/6/2024 00:00:00,3/6/2024 00:00:00,1,"DDH",2024
"AQDIN-24094","QE",327766.32600000,8107991.00100000,3697.16500000,149.40000000,"INFILL2024","DDH",2/6/2024 00:00:00,7/6/2024 00:00:00,1,"DDH",2024
"AQDIN-24095","QE",326588.34100000,8109176.55100000,3662.69000000,224.80000000,"INFILL2024","DDH",4/6/2024 00:00:00,8/6/2024 00:00:00,1,"DDH",2024
"AQDIN-24096","QE",326429.39900000,8109058.35800000,3659.15600000,130.00000000,"INFILL2024","DDH",5/6/2024 00:00:00,7/6/2024 00:00:00,1,"DDH",2024
"AQDIN-24097","QE",327981.85000000,8107938.40400000,3736.38200000,140.00000000,"INFILL2024","DDH",8/6/2024 00:00:00,11/6/2024 00:00:00,1,"DDH",2024
"AQDIN-24098","QE",326849.86700000,8109033.73200000,3640.12000000,134.40000000,"INFILL2024","DDH",9/6/2024 00:00:00,12/6/2024 00:00:00,1,"DDH",2024
"AQDIN-24099","QE",328015.33000000,8108150.48300000,3673.84900000,177.50000000,"INFILL2024","DDH",12/6/2024 00:00:00,16/6/2024 00:00:00,1,"DDH",2024
"AQDIN-24100","QE",326801.75300000,8109046.66700000,3644.22800000,52.10000000,"INFILL2024","DDH",13/6/2024 00:00:00,16/6/2024 00:00:00,1,"DDH",2024
"AQDIN-24101","QE",327889.78800000,8108005.96200000,3684.54200000,130.00000000,"INFILL2024","DDH",17/6/2024 00:00:00,21/6/2024 00:00:00,1,"DDH",2024
"AQDIN-24102","QE",326866.00800000,8108869.10400000,3552.31300000,120.30000000,"INFILL2024","DDH",17/6/2024 00:00:00,21/6/2024 00:00:00,1,"DDH",2024
"AQDIN-24103","QE",326644.39100000,8108935.61700000,3574.53500000,69.10000000,"INFILL2024","DDH",22/6/2024 00:00:00,27/6/2024 00:00:00,1,"DDH",2024
"AQDIN-24104","QE",327181.09400000,8108543.18100000,3436.47600000,225.50000000,"INFILL2024","DDH",25/6/2024 00:00:00,3/7/2024 00:00:00,1,"DDH",2024
"AQDIN-24105","QE",327322.85000000,8108516.00700000,3436.45000000,320.40000000,"INFILL2024","DDH",4/7/2024 00:00:00,12/7/2024 00:00:00,1,"DDH",2024
"AQDIN-24106","QE",327694.73800000,8108170.58800000,3642.68500000,77.60000000,"INFILL2024","DDH",8/7/2024 00:00:00,15/7/2024 00:00:00,1,"DDH",2024
"AQDIN-24107","QE",327221.69100000,8108537.66900000,3435.71700000,191.50000000,"INFILL2024","DDH",13/7/2024 00:00:00,18/7/2024 00:00:00,1,"DDH",2024
"AQDIN-24108","QE",328044.15700000,8108188.30100000,3655.78600000,152.60000000,"INFILL2024","DDH",16/7/2024 00:00:00,20/7/2024 00:00:00,1,"DDH",2024
"AQDIN-24109","QE",327222.11000000,8108538.37100000,3435.83200000,238.00000000,"INFILL2024","DDH",19/7/2024 00:00:00,26/7/2024 00:00:00,1,"DDH",2024
"AQDIN-24110","QE",327858.47500000,8108233.12200000,3623.94300000,140.00000000,"INFILL2024","DDH",21/7/2024 00:00:00,24/7/2024 00:00:00,1,"DDH",2024
"AQDIN-24111","QE",327831.80200000,8108194.50900000,3627.67700000,85.00000000,"INFILL2024","DDH",25/7/2024 00:00:00,27/7/2024 00:00:00,1,"DDH",2024
"AQDIN-24112","QE",327285.76400000,8108490.82700000,3436.13500000,171.20000000,"INFILL2024","DDH",27/7/2024 00:00:00,31/7/2024 00:00:00,1,"DDH",2024
"AQDIN-24113","QE",327940.15400000,8108036.02300000,3705.03800000,176.90000000,"INFILL2024","DDH",28/7/2024 00:00:00,1/8/2024 00:00:00,1,"DDH",2024
"AQDIN-24114","QE",327477.58800000,8108504.16200000,3465.51100000,164.80000000,"INFILL2024","DDH",31/7/2024 00:00:00,4/8/2024 00:00:00,1,"DDH",2024
"AQDIN-24115","QE",327940.16800000,8108035.87200000,3704.95100000,210.00000000,"INFILL2024","DDH",2/8/2024 00:00:00,5/8/2024 00:00:00,1,"DDH",2024
"AQDIN-24116","QE",327507.55400000,8108606.87100000,3521.54100000,174.50000000,"INFILL2024","DDH",4/8/2024 00:00:00,14/8/2024 00:00:00,1,"DDH",2024
"AQDIN-24117","QE",328144.04100000,8108155.54200000,3668.38700000,177.50000000,"INFILL2024","DDH",6/8/2024 00:00:00,11/8/2024 00:00:00,1,"DDH",2024
"AQDIN-24118","QE",327812.40800000,8108347.62300000,3592.68800000,155.70000000,"INFILL2024","DDH",12/8/2024 00:00:00,14/8/2024 00:00:00,1,"DDH",2024
"AQDIN-24119","QE",327660.37300000,8108457.11200000,3527.89900000,230.60000000,"INFILL2024","DDH",15/8/2024 00:00:00,21/8/2024 00:00:00,1,"DDH",2024
"AQDIN-24120","QE",327811.48300000,8108346.85600000,3592.65700000,122.20000000,"INFILL2024","DDH",15/8/2024 00:00:00,20/8/2024 00:00:00,1,"DDH",2024
"AQDIN-24121","QE",327152.85300000,8109151.63700000,3690.21600000,225.50000000,"INFILL2024","DDH",21/8/2024 00:00:00,30/8/2024 00:00:00,1,"DDH",2024
"AQDIN-24122","QE",327789.97900000,8108299.35500000,3600.30000000,140.00000000,"INFILL2024","DDH",21/8/2024 00:00:00,25/8/2024 00:00:00,1,"DDH",2024
"AQDIN-24123","QE",327657.90400000,8108456.81400000,3528.02600000,158.00000000,"INFILL2024","DDH",22/8/2024 00:00:00,29/8/2024 00:00:00,1,"DDH",2024
"AQDIN-24124","QE",327673.27900000,8108040.40000000,3644.73400000,138.20000000,"INFILL2024","DDH",26/8/2024 00:00:00,29/8/2024 00:00:00,1,"DDH",2024
"AQDIN-24125","QE",327700.53400000,8108368.29700000,3538.84600000,160.20000000,"INFILL2024","DDH",29/8/2024 00:00:00,5/9/2024 00:00:00,1,"DDH",2024
"AQDIN-24126","QE",327962.84700000,8108277.21700000,3616.40100000,109.50000000,"INFILL2024","DDH",30/8/2024 00:00:00,2/9/2024 00:00:00,1,"DDH",2024
"AQDIN-24127","QE",327153.03800000,8109151.79900000,3690.18900000,219.00000000,"INFILL2024","DDH",31/8/2024 00:00:00,6/9/2024 00:00:00,1,"DDH",2024
"AQDIN-24128","QE",327957.57500000,8108278.77500000,3617.21400000,165.80000000,"INFILL2024","DDH",2/9/2024 00:00:00,6/9/2024 00:00:00,1,"DDH",2024
"AQDIN-24129","QE",327703.91300000,8108369.48000000,3538.62900000,207.90000000,"INFILL2024","DDH",6/9/2024 00:00:00,10/9/2024 00:00:00,1,"DDH",2024
"AQDIN-24130","QE",327938.66500000,8108223.27100000,3636.13800000,100.90000000,"INFILL2024","DDH",7/9/2024 00:00:00,10/9/2024 00:00:00,1,"DDH",2024
"AQDIN-24131","QE",327978.47800000,8108151.78400000,3671.41300000,181.70000000,"INFILL2024","DDH",10/9/2024 00:00:00,15/9/2024 00:00:00,1,"DDH",2024
"AQDIN-24132","QE",327203.22700000,8108629.65400000,3464.91100000,149.70000000,"INFILL2024","DDH",11/9/2024 00:00:00,17/9/2024 00:00:00,1,"DDH",2024
"AQDIN-24133","QE",326963.96600000,8109224.74500000,3690.23700000,346.80000000,"INFILL2024","DDH",12/9/2024 00:00:00,22/9/2024 00:00:00,1,"DDH",2024
"AQDIN-24134","QE",327842.74500000,8108051.48400000,3668.16400000,244.60000000,"INFILL2024","DDH",16/9/2024 00:00:00,21/9/2024 00:00:00,1,"DDH",2024
"AQDIN-24135","QE",327039.27100000,8109189.42100000,3689.81200000,199.90000000,"INFILL2024","DDH",16/9/2024 00:00:00,21/9/2024 00:00:00,1,"DDH",2024
"AQDIN-24136","QE",327311.68300000,8108596.26100000,3466.04000000,106.00000000,"INFILL2024","DDH",17/9/2024 00:00:00,19/9/2024 00:00:00,1,"DDH",2024
"AQDIN-24137","QE",327539.57600000,8108518.25100000,3482.93000000,160.00000000,"INFILL2024","DDH",21/9/2024 00:00:00,24/9/2024 00:00:00,1,"DDH",2024
"AQDIN-24138","QE",327842.13900000,8108051.49500000,3668.33300000,130.10000000,"INFILL2024","DDH",21/9/2024 00:00:00,24/9/2024 00:00:00,1,"DDH",2024
"AQDIN-24139","QE",327041.37300000,8109160.61200000,3689.92700000,234.40000000,"INFILL2024","DDH",22/9/2024 00:00:00,2/10/2024 00:00:00,1,"DDH",2024
"AQDIN-24140","QE",327002.28600000,8109206.95900000,3689.72100000,187.65000000,"INFILL2024","DDH",23/9/2024 00:00:00,29/9/2024 00:00:00,1,"DDH",2024
"AQDIN-24141","QE",327757.03800000,8108170.89700000,3638.82700000,123.60000000,"INFILL2024","DDH",25/9/2024 00:00:00,27/9/2024 00:00:00,1,"DDH",2024
"AQDIN-24142","QE",327538.78400000,8108519.04900000,3482.35600000,149.10000000,"INFILL2024","DDH",25/9/2024 00:00:00,4/10/2024 00:00:00,1,"DDH",2024
"AQDIN-24143","QE",327756.61100000,8108170.61800000,3638.50300000,50.00000000,"INFILL2024","DDH",27/9/2024 00:00:00,28/9/2024 00:00:00,1,"DDH",2024
"AQDIN-24144","QE",328100.74100000,8108161.99100000,3663.64100000,164.00000000,"INFILL2024","DDH",28/9/2024 00:00:00,2/10/2024 00:00:00,1,"DDH",2024
"AQDIN-24145","QE",327041.35700000,8109190.76400000,3689.75900000,136.30000000,"INFILL2024","DDH",3/10/2024 00:00:00,7/10/2024 00:00:00,1,"DDH",2024
"AQDIN-24146","QE",327201.14000000,8108629.44300000,3464.98000000,143.70000000,"INFILL2024","DDH",3/10/2024 00:00:00,7/10/2024 00:00:00,1,"DDH",2024
"AQDIN-24147","QE",327406.54600000,8108427.92400000,3482.63400000,155.80000000,"INFILL2024","DDH",5/10/2024 00:00:00,8/10/2024 00:00:00,1,"DDH",2024
"AQDIN-24148","QE",327122.00100000,8109168.78400000,3690.03500000,199.20000000,"INFILL2024","DDH",8/10/2024 00:00:00,13/10/2024 00:00:00,1,"DDH",2024
"AQDIN-24149","QE",327685.17600000,8108066.66900000,3645.84700000,77.10000000,"INFILL2024","DDH",8/10/2024 00:00:00,11/10/2024 00:00:00,1,"DDH",2024
"AQDIN-24150","QE",328008.54400000,8108226.69400000,3639.88800000,163.50000000,"INFILL2024","DDH",9/10/2024 00:00:00,12/10/2024 00:00:00,1,"DDH",2024
